"RAD AN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","2 Ialomita",100
"MANOLESCU O ANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","2 Ialomita",42
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","2 Ialomita",99
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","2 Ialomita",22
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","2 Ialomita",53
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","2 Ialomita",6
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","2 Ialomita",32
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","2 Ialomita",39
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","2 Ialomita",33
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","2 Ialomita",18
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","2 Ialomita",19
"BROTAC GHEORGHE","PARTIDUL NATIONAL LIBERAL","3 Ialomita",1970
"MARJNESCU MARIUS-CATALIN","PARTIDUL DEMOCRAT LIBERAL","3 Ialomita",7194
"POPESCU DAN-MIRCEA","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","3 Ialomita",9889
"SEVCENCO IOAN","PARTIDUL ROMÂNIA MARE","3 Ialomita",495
"DEAK FERENCZ","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","3 Ialomita",18
"BULIBASA VALERIE","PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE","3 Ialomita",308
"TUDORACHE IULIANA-LIVIA","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","3 Ialomita",687
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","3 Ialomita",51
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","3 Ialomita",87
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","3 Ialomita",80
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","3 Ialomita",8
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","3 Ialomita",185
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","3 Ialomita",54
"BUC IUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","3 Ialomita",203
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","3 Ialomita",71
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","3 Ialomita",103
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","3 Ialomita",81
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","3 Ialomita",40
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","3 Ialomita",48
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","3 Ialomita",24
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","3 Ialomita",101
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","3 Ialomita",151
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","3 Ialomita",43
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","3 Ialomita",36
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","3 Ialomita",44
"IANCU NAE","PARTIDUL NATIONAL LIBERAL","4 Ialomita",3350
"GHEORGHE TINEL","PARTIDUL DEMOCRAT LIBERAL","4 Ialomita",5809
"STAN MARIAN","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","4 Ialomita",8363
"MITRICA ION","PARTIDUL ROMÂNIA MARE","4 Ialomita",699
"DOBOLY IZABELLA-MARIA","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","4 Ialomita",13
"ANDRIESCU ADRIAN","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","4 Ialomita",379
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","4 Ialomita",58
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","4 Ialomita",33
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","4 Ialomita",105
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","4 Ialomita",17
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","4 Ialomita",245
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","4 Ialomita",18
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","4 Ialomita",41
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","4 Ialomita",93
"MANOLESCU OANA     ","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","4 Ialomita",49
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA","4 Ialomita",140
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCĂ DIN ROMÂNIA","4 Ialomita",15
"GANŢ OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","4 Ialomita",41
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","4 Ialomita",15
"DUMITRESCU LIANA","ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA","4 Ialomita",27
"VAINER AUREL","FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA","4 Ialomita",71
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","4 Ialomita",26
"ZISOPOL DRAGOŞ-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","4 Ialomita",18
"IGNAT MIRON","COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA","4 Ialomita",7
"PROFIR LUCIAN-VASILE","PARTIDUL ROMÂNIA MARE","1 Iasi",339
"IORDACHE LUMINITA","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","1 Iasi",5412
"DOBRE TRAIAN","PARTIDUL NATIONAL LIBERAL","1 Iasi",4857
"SERBAN CONSTANTIN","PARTIDUL DEMOCRAT LIBERAL","1 Iasi",4213
"BARTHA REKA-EMESE","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","1 Iasi",10
"SOROCEANU VALENTIN","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","1 Iasi",249
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","1 Iasi",405
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","1 Iasi",59
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","1 Iasi",207
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","1 Iasi",45
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","1 Iasi",133
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","1 Iasi",37
"MANOLESCU O ANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","1 Iasi",54
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","1 Iasi",197
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","1 Iasi",48
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","1 Iasi",131
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","1 Iasi",24
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","1 Iasi",69
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","1 Iasi",7
"RAD AN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","1 Iasi",25
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","1 Iasi",16
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","1 Iasi",14
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","1 Iasi",22
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","1 Iasi",14
"POPOVICI ANTON-TEODOR","PARTIDUL ROMÂNIA MARE","2 Iasi",540
"MATASARU PETRE-DANIEL","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","2 Iasi",4668
"FENECHIU RELU","PARTIDUL NATIONAL LIBERAL","2 Iasi",8887
"TOMASESCHI SAVA-DRAGOMIR","PARTIDUL DEMOCRAT LIBERAL","2 Iasi",4149
"KATONA CSABA","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","2 Iasi",27
"ANECHITOAIEI CATALIN","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","2 Iasi",302
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","2 Iasi",266
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","2 Iasi",65
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","2 Iasi",205
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","2 Iasi",37
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","2 Iasi",153
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","2 Iasi",22
"MANOLESCU O ANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","2 Iasi",72
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","2 Iasi",176
"AMET ALEDIN ","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","2 Iasi",70
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","2 Iasi",167
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","2 Iasi",27
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","2 Iasi",73
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","2 Iasi",15
"RAD AN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","2 Iasi",23
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","2 Iasi",30
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","2 Iasi",11
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","2 Iasi",40
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","2 Iasi",16
"CALIN DUMITRU-LEONARD","PARTIDUL ROMÂNIA MARE","3 Iasi",300
"NECHIFOR CRISTIAN","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","3 Iasi",6167
"SIMIRAD LUCIAN","PARTIDUL NATIONAL LIBERAL","3 Iasi",2374
"MOVILA PETRU","PARTIDUL DEMOCRAT LIBERAL","3 Iasi",7943
"CSOMORTANI HUNOR","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","3 Iasi",23
"PLUMBU MIHAI","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","3 Iasi",292
"MOVILA LACRAMIOARA","PARTIDUL VERDE ECOLOGIST","3 Iasi",234
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","3 Iasi",115
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","3 Iasi",35
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","3 Iasi",79
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","3 Iasi",19
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","3 Iasi",27
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","3 Iasi",31
"MANOLESCU O ANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","3 Iasi",67
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","3 Iasi",46
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","3 Iasi",67
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","3 Iasi",9
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","3 Iasi",35
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","3 Iasi",75
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","3 Iasi",43
"RAD AN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","3 Iasi",141
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","3 Iasi",85
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","3 Iasi",21
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","3 Iasi",44
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","3 Iasi",338
"URSACHI DUMITRU","PARTIDUL ROMÂNIA MARE","4 Iasi",469
"MOCANU VASILE","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","4 Iasi",7025
"SALAVASTRU VALERIAN","PARTIDUL NATIONAL LIBERAL","4 Iasi",6612
"BULGARU LIVIU-GABRIEL","PARTIDUL DEMOCRAT LIBERAL","4 Iasi",4824
"BOTI SANDOR-CSABA","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","4 Iasi",20
"TUDOSE CONSTANTIN","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","4 Iasi",646
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","4 Iasi",495
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","4 Iasi",60
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","4 Iasi",242
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","4 Iasi",54
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","4 Iasi",88
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","4 Iasi",33
"MANOLESCU O ANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","4 Iasi",72
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","4 Iasi",221
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","4 Iasi",53
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","4 Iasi",166
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","4 Iasi",27
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","4 Iasi",398
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","4 Iasi",12
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","4 Iasi",32
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","4 Iasi",27
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","4 Iasi",36
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","4 Iasi",31
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","4 Iasi",18
"ROSU PETRU","PARTIDUL ROMÂNIA MARE","5 Iasi",774
"RÂTOINECULAI","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","5 Iasi",11192
"GABORANIOAN-VASILE","PARTIDUL NATIONAL LIBERAL","5 Iasi",3784
"ANDRONACHE VALERICA","PARTIDUL DEMOCRAT LIBERAL","5 Iasi",5464
"SZALAIISTVÂN","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","5 Iasi",27
"BECALIHRISTU","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","5 Iasi",437
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","5 Iasi",228
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","5 Iasi",27
"VATNER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","5 Iasi",103
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","5 Iasi",28
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","5 Iasi",54
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","5 Iasi",8
"MANOLESCU O ANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","5 Iasi",39
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","5 Iasi",161
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","5 Iasi",25
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","5 Iasi",100
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","5 Iasi",20
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","5 Iasi",54
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","5 Iasi",6
"RAD AN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","5 Iasi",13
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","5 Iasi",14
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","5 Iasi",12
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","5 Iasi",11
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","5 Iasi",5
"PINTILII IONEL","PARTIDUL ROMÂNIA MARE","6 Iasi",422
"STANCIU ANGHEL","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","6 Iasi",7080
"TICAU EUGEN","PARTIDUL NATIONAL LIBERAL","6 Iasi",5390
"CRETU GHEORGHE","PARTIDUL DEMOCRAT LIBERAL","6 Iasi",4651
"GOMBOS MIKLOS","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","6 Iasi",9
"BECALI GHEORGHE","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","6 Iasi",305
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","6 Iasi",456
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","6 Iasi",80
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","6 Iasi",277
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","6 Iasi",71
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","6 Iasi",96
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","6 Iasi",36
"MANOLESCU O ANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","6 Iasi",61
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","6 Iasi",252
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","6 Iasi",88
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","6 Iasi",204
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","6 Iasi",50
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","6 Iasi",108
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","6 Iasi",11
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","6 Iasi",29
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","6 Iasi",27
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","6 Iasi",12
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","6 Iasi",43
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","6 Iasi",20
"CHEPTEA ALEXANDRU","PARTIDUL ROMÂNIA MARE","7 Iasi",372
"CÎTEA VASILE","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","7 Iasi",4698
"ADOMNITEI CRISTIAN-MIHAI","PARTIDUL NATIONAL LIBERAL","7 Iasi",8206
"NEDELCU NARCIZA","PARTIDUL DEMOCRAT LIBERAL","7 Iasi",4838
"MATE ANGELA-IRINA","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","7 Iasi",12
"BRICHISALA OVIDIU-SILVIU","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","7 Iasi",240
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","7 Iasi",458
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","7 Iasi",60
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","7 Iasi",258
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","7 Iasi",64
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","7 Iasi",121
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","7 Iasi",37
"MANOLESCU O ANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","7 Iasi",73
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","7 Iasi",251
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","7 Iasi",66
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","7 Iasi",212
"IBRAMIUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","7 Iasi",42
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","7 Iasi",100
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","7 Iasi",14
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","7 Iasi",26
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","7 Iasi",37
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","7 Iasi",15
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","7 Iasi",28
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","7 Iasi",24
"DUMITRIU MIHAI","PARTIDUL ROMÂNIA MARE","8 Iasi",1350
"CIUHODARU TUDOR","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","8 Iasi",8960
"GAVRILA CAMELIA","PARTIDUL NATIONAL LIBERAL","8 Iasi",5005
"CÂRLAN DAN","PARTIDUL DEMOCRAT LIBERAL","8 Iasi",7838
"CHRISTESCU ADRIAN","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","8 Iasi",167
"VIERIU MIHAI","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","8 Iasi",400
"GHIGA OANA","PARTIDUL VERDE ECOLOGIST","8 Iasi",284
"LUPUSORU DANUT-GHIOCEL","PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE","8 Iasi",72
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","8 Iasi",42
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","8 Iasi",65
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","8 Iasi",108
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","8 Iasi",6
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","8 Iasi",72
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","8 Iasi",25
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","8 Iasi",12
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","8 Iasi",34
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","8 Iasi",11
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","8 Iasi",44
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","8 Iasi",29
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","8 Iasi",39
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","8 Iasi",11
"RAD AN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","8 Iasi",19
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","8 Iasi",20
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","8 Iasi",26
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","8 Iasi",31
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","8 Iasi",29
"SERB AN DINU","PARTIDUL ROMÂNIA MARE","9 Iasi",866
